company,position,location,schedule,responsibilities,requirements,levels,techstack,source,format,salary,currency,salary_range,format2,levels2
True Engineering,Android разработчик,Новосибирск,Полный день,не определено,не определено,От 1 года до 3 лет,"['Android SDK', 'ООП', 'kotlin', 'Kotlin coroutines', 'Java']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Data-Driven Lab,QA Engineer,Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['RabbitMQ', 'Postman', 'API', 'SQL', 'Atlassian Jira']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
True Engineering,IOS разработчик,Новосибирск,Гибкий график,не определено,не определено,От 1 года до 3 лет,"['iOS', 'swift']",hh.ru,Гибкий график,0.0,не определено,0,не указано,От 1 года до 3 лет
СБЕР,Data Scientist (SberDevices),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['PyTorch', 'Tensorflow', 'Python', 'Deep Learning', 'NLP']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
TRAFFIC DATA,Web-разработчик,Пермь,Полный день,не определено,не определено,От 1 года до 3 лет,"['Git', 'JavaScript', 'CSS', 'C#', 'HTML']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
VK,ML Engineer / Data Scientist в команду автоматизации ML-процессов,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Spark', 'Удаленная работа', 'Анализ временных рядов', 'Python']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Lead Data Scientist в ДРПА,Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Rambler&Co,Data engineer (junior),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Roasted Ox Leg,Data Engineer,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Python', 'SQL', 'Английский язык', 'pandas']",hh.ru,Удаленная работа,110000.0,RUB,200000,удаленка,От 3 до 6 лет
СБЕР,Стажер Data Engineer,Москва,Полный день,не определено,не определено,Нет опыта,"['Python', 'SQL', 'MS PowerPoint']",hh.ru,Полный день,0.0,не определено,0,не указано,От 0 до 1 года
Municorn,QA Engineer (Data),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'REST API', 'C#', 'QA', 'NoSQL']",hh.ru,Полный день,273000.0,EUR,300000,не указано,От 1 года до 3 лет
VK,Data engineer (направление предиктивной аналитики),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'Hadoop', 'data engineering']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
СберМаркет,Junior + Data Engineer в СберМаркет,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Marfatech,Data Scientist,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'Data Analysis', 'Английский язык', 'Machine Learning']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Промышленные инновации,Data Scientist (Разработчик AI/ML),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Квартплата 24,Инженер DevOps,Тольятти,Полный день,не определено,не определено,От 1 года до 3 лет,"['Linux', 'PostgreSQL', 'SCALA', 'SQL', 'Java']",hh.ru,Полный день,150000.0,RUB,200000,не указано,От 1 года до 3 лет
Уральская горно-металлургическая компания,Разработчик DWH (DATA Engineer),Екатеринбург,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Brand Analytics,SRE-инженер,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Git', 'Docker', 'MongoDB', 'Kubernetes', 'Istio', 'CentOS', 'Ubuntu', 'KVM', 'Puppet', 'Ansible', 'Shell Scripting', 'Cisco', 'VLAN', 'Nginx', 'Haproxy', 'Clickhouse', 'RabbitMQ', 'Traefik', 'LXD', 'LDAP', 'Helm']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
билайн,Инженер поддержки приложений (UCP),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Linux', 'Nginx', 'Работа с базами данных']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Shortest Track,Technical Lead,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Python', 'Git', 'Java', 'CI/CD', 'Управление проектами', 'AWS', 'Technical Team Lead', 'Team Lead', 'S3', 'Glue', 'Amazon Web Services', 'Business English', 'Big Data']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
"Иннотех, Группа компаний",Разработчик Hadoop Big Data (стрим Витрины ПИК),Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['SQL', 'Hadoop', 'Spark', 'Hive', 'SCALA']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
билайн,Инженер по эксплуатации приложений,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Грамотность', 'Техническая документация', 'СУБД', 'Lua', 'NoSQL', 'Ведение активных клиентов', 'Linux', 'Базовые знания SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
"Иннотех, Группа компаний",ETL разработчик Hadoop (Решения для моделирования),Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['Linux', 'Git', 'Docker', 'Kubernetes', 'Python', 'ETL', 'Hadoop', 'SCALA']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
Медэкс,DevOps Engineer,Санкт-Петербург,Гибкий график,не определено,не определено,От 3 до 6 лет,"['Python', 'Shell Scripting', 'Linux', 'Docker', 'Ansible', 'Apache Kafka']",hh.ru,Гибкий график,200000.0,RUB,200000,не указано,От 3 до 6 лет
Домклик,Python developer (Ds направление),Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Python', 'Big Data', 'ML', 'asyncio', 'Data Science', 'SQL']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
YADRO,Senior C++ developer/Старший инженер-программист С++ (Data Services),Санкт-Петербург,Удаленная работа,не определено,не определено,Более 6 лет,"['Linux', 'C/C++', 'Algorithms', 'Data Structures', 'multithreading']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 6 лет
МТС,ML Team Lead на продукт MTS Travel (Big Data),Москва,Полный день,не определено,не определено,Более 6 лет,"['SQL', 'Python', 'A/B тесты', 'Математическая статистика', 'Аналитическое мышление', 'NLP', 'ML', 'RecSys']",hh.ru,Полный день,0.0,не определено,0,не указано,От 6 лет
Corporate Performance Systems,C++ инженер,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['C++', 'STL', 'Boost', 'Linux']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
СБЕР,RnD разработчик,Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
YADRO,Senior C++ developer/ Старший инженер-программист С++ (Data Services),Москва,Удаленная работа,не определено,не определено,Более 6 лет,"['Linux', 'C/C++', 'Algorithms', 'Data Structures', 'multithreading']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 6 лет
билайн,Старший аналитик данных,Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['Составление ТЗ', 'Коммуникация', 'РСУБД', 'Scrum', 'NGOSS (ETOM, SID, TAM)', 'UML 2.0', 'Agile']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
"ПТИ, Группа компаний",Customer & Product Developer (CPD),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,['Английский язык'],hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Хеммерсбах РУС,Technical Engineer (Onsite/IT support/L2),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Windows 7', 'Английский язык', 'Networking', 'Windows 10', 'L2', 'End user Support', 'laptop', 'Customer Service', 'Умение работать в команде', 'Engineering', 'Техническая поддержка', 'Ремонт ПК', 'Hardware', 'Customer Support', 'Computer troubleshooting']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Флант,Разработчик C++ (Middle),Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Git', 'C++', 'Unix', 'Linux', 'Golang', 'prometheus', 'Bazel']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
Фарматика,Программист баз данных (Data Engineer),Благовещенск (Амурская область),Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Python', 'MS SQL', 'PostgreSQL', 'Linux']",hh.ru,Полный день,70000.0,RUB,100000,не указано,От 1 года до 3 лет
ГК АСНА,DB Developer / Разработчик Базы Данных,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Python', 'ClickHouse', 'PostgreSQL', 'SQL', 'Adobe Photoshop']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
Квартплата 24,QA-тестировщик,Тольятти,Полный день,не определено,не определено,От 1 года до 3 лет,"['Docker', 'SCALA', 'PostgreSQL', 'Java', 'SQL', 'QA']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
билайн,Ведущий инженер (поддержка и эксплуатация бизнес приложений),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Linux', 'Грамотность', 'Техническая документация', 'MS Windows', 'PostgreSQL', 'SQL', 'MS SQL', 'Работа с базами данных']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
SCHNEIDER GROUP,"Solution Architect, to Armenia",Москва,Полный день,не определено,не определено,Более 6 лет,"['Python', 'AWS', 'ООП', 'C++', 'Leadership Skills', 'Software Development']",hh.ru,Полный день,0.0,не определено,0,не указано,От 6 лет
Т Плюс,Data инженер/Архитектор BI/Cистемный аналитик,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'MS SQL', 'MS Access', 'Математический анализ', 'Pascal', 'Data инженер', 'Архитектор BI', 'Работа в данными']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
ГК АСНА,Руководитель отдела дата разработки,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,['Анализ данных'],hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
YADRO,"Algorithms and Models Engineer for L2+ layer (4G/LTE, 5G)",Нижний Новгород,Полный день,не определено,не определено,От 3 до 6 лет,"['LTE', 'OAM', 'Python', 'C/C++', 'Embedded systems', 'DSP', 'FPGA']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Advantage Solutions,Senior Gateway Engineer,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Английский язык', 'Linux', 'C/C++']",hh.ru,Удаленная работа,350000.0,USD,400000,удаленка,От 3 до 6 лет
Playgendary,BI Reporting Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Python', 'Tableau', 'Английский язык', 'Работа с базами данных']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
ANCOR,Senior Internal Auditor,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Аудит', 'MS PowerPoint', 'Финансовая отчетность', 'Внутренний контроль', 'Английский язык']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Самокат (ООО Умное пространство),Инженер сопровождения инфраструктуры (Data Platform),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
"Иннотех, Группа компаний",Прикладной Администратор Master Data Management (инженер L2),Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'OpenShift', 'PostgreSQL', 'MS SQL', 'IIS']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
YADRO,Requirements and Specification Engineer (RSE),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'C/C++', 'Telecommunications', 'LTE/5G', 'Wireless', 'Английский язык', 'Specifications']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
билайн,Системный инженер (VDI),Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Git', 'Linux', 'Node.js', 'MS SQL Server', 'Atlassian Jira', 'Atlassian Confluence', 'PostgreSQL', 'PowerShell', 'Python', 'HCI', 'VDI']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
МТС,Go developer Senior [DSP],Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Golang', 'MySQL', 'ClickHouse']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
СИКСХЭНДС,DevOps инженер,Санкт-Петербург,Гибкий график,не определено,не определено,От 1 года до 3 лет,"['DevOps', 'Git', 'Docker', 'CI/CD', 'Docker-compose', 'Bash', 'Linux', 'AWS', 'Kubernetes', 'Kafka']",hh.ru,Гибкий график,140000.0,RUB,200000,не указано,От 1 года до 3 лет
СБЕР,Главный аудитор,Санкт-Петербург,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Alex Staff Agency,"Senior C++ Developer (Germany, Munich)",Москва,Гибкий график,не определено,не определено,От 3 до 6 лет,"['Английский язык', 'Teambuilding', 'Time management', 'Quality Management', 'c', 'C++', 'ASICs', 'FPGA']",hh.ru,Гибкий график,420000.0,EUR,500000,не указано,От 3 до 6 лет
Банк ВТБ (ПАО),Главный инженер (балансировка и доставка сервисов),Хабаровск,Полный день,не определено,не определено,От 3 до 6 лет,"['Linux', 'Python', 'Docker', 'F5 Networks', 'DNS/eDNS', 'Citrix NetScaler']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Antal Talent,Mobile Developer at a booking platform,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['iOS', 'Swift', 'Objective-C', 'Android', 'Java', 'JavaScript', 'SCALA', 'C#', 'Web Application Development']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Главный инженер по разработке,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
ИнфоТеКС,Реверс-инженер,Москва,Сменный график,не определено,не определено,От 1 года до 3 лет,"['Reverse engineering', 'Security vulnerability disclosure', 'IDA Pro', 'Stack-buffer-overflow', 'DBI', 'ASan', 'Динамический анализ']",hh.ru,Сменный график,0.0,не определено,0,не указано,От 1 года до 3 лет
АСТ,Сетевой инженер,Москва,Гибкий график,не определено,не определено,От 3 до 6 лет,"['Техническая документация', 'Настройка сетевого оборудования', 'CCNP']",hh.ru,Гибкий график,0.0,не определено,0,не указано,От 3 до 6 лет
АСТ,Архитектор по информационной безопасности / Инженер по информационной безопасности,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['СЗИ от НСД', 'Внедрение систем информационной безопасности', 'Построение систем защиты информации', 'Аудит безопасности']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
МТС,Системный аналитик на продукт Скоринг (Big Data),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Python', 'Big Data', 'Java', 'API']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
ПАГ,"Программист C#, SQL",Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['C#', 'TypeScript', '.Net', '.NET Core', 'MSMQ', 'Entity Framework', 'Web API', 'GitLab']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
СБЕР,Site Reliability Engineer (SRE),Нижний Новгород,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
"Стример, НПО",Product manager (Lightning protection),Санкт-Петербург,Полный день,не определено,не определено,От 1 года до 3 лет,"['Product Marketing', 'Negotiation skills', 'Analytical skills', 'English', 'Product Management']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Яндекс,Архитектор Data Platform,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Cloud', 'Big Data', 'PostgreSQL', 'Работа с системами аналитики', 'Умение объяснять', 'Управление проектами', 'Linux', 'Docker']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Фарматика,Специалист по данным / Data Engineer,Благовещенск (Амурская область),Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'Python', 'MS SQL', 'Английский язык', 'Работа с базами данных']",hh.ru,Полный день,70000.0,RUB,100000,не указано,От 3 до 6 лет
ВсеИнструменты.ру,Сервисный инженер / Инженер в сервисный центр,Домодедово,Полный день,не определено,не определено,От 1 года до 3 лет,"['Пользователь ПК', 'Работа в команде', 'Деловое общение']",hh.ru,Полный день,120000.0,RUB,200000,не указано,От 1 года до 3 лет
oneFactor,Scala Software Engineer,Нижний Новгород,Полный день,не определено,не определено,От 3 до 6 лет,"['SCALA', 'Spark', 'Docker', 'Kubernetes', 'Hadoop']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Лаборатория Касперского,Senior Data Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Cassandra', 'Работа с базами данных', 'C#', 'Go', 'Linux']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
СБЕР,Team Lead NLP Engineer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'PyTorch', 'Git', 'Docker', 'SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Selecty,Администратор Hadoop,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Linux', 'Hadoop', 'Администрирование', 'Hive', 'Spark']",hh.ru,Удаленная работа,300000.0,RUB,300000,удаленка,От 3 до 6 лет
red_mad_robot,Hardware engineer,Ярославль,Полный день,не определено,не определено,От 1 года до 3 лет,['Hardware'],hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
ВсеИнструменты.ру,Инженер по ремонту электро/бензоинструментов,Ступино,Полный день,не определено,не определено,От 1 года до 3 лет,"['Работа в команде', 'Управление персоналом']",hh.ru,Полный день,120000.0,RUB,200000,не указано,От 1 года до 3 лет
билайн,Аналитик данных,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['MS SQL', 'SQL', 'Hadoop', 'Hive', 'СУБД', 'Oracle CRM', 'Spark', 'Atlassian Jira', 'Confluence']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
ВсеИнструменты.ру,Инженер по ремонту электро/бензо инструментов,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Работа в команде', 'Управление персоналом']",hh.ru,Полный день,120000.0,RUB,200000,не указано,От 1 года до 3 лет
"Иннотех, Группа компаний",Ведущий Data Engineer (Розничные риски),Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['SQL', 'ETL', 'DWH', 'Hadoop', 'Sas', 'Python', 'PostgreSQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
МТС,Старший инженер (Big Data),Псков,Полный день,не определено,не определено,От 1 года до 3 лет,"['SQL', 'Linux', 'Python', 'Bash']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Криптонит,Scala Team Lead,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['SCALA', 'Java', 'Elasticsearch', 'Git', 'Cassandra']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Murano Software,Senior React Native Engineer,Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['React', 'React Native', 'Android', 'AWS', 'MongoDB']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
билайн,Инженер сопровождения Beeworks,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['PostgreSQL', 'MS SQL', 'Zabbix', 'Администрирование серверов Windows', 'Администрирование серверов Linux', 'СУБД', 'CI/CD', 'ELK', 'Мониторинг ПО']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Интант,Системный инженер,Томск,Полный день,не определено,не определено,От 1 года до 3 лет,"['Cisco', 'MS SharePoint', 'Английский язык', 'MS Exchange', 'Администрирование серверов Windows', 'Настройка почтовых серверов', 'Администрирование сетевого оборудования']",hh.ru,Полный день,40000.0,RUB,100000,не указано,От 1 года до 3 лет
билайн,DevOps Engineer,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Git', 'Docker', 'Linux', 'CSS', 'MS SQL Server', 'Atlassian Jira', 'Atlassian Confluence', 'Zabbix', 'CI/CD', 'kubernetes']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
билайн,Инженер по сопровождению и поддержке ПО,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Деловая этика', 'WebLogic', 'GlassFish', 'shell', 'Python', 'Linux', 'RHEL', 'CRM', 'БД Oracle', 'MS SQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
FoxCom SIA,Python programmer,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Python', 'Linux', 'Git', 'PostgreSQL', 'MySQL', 'VoIP', 'Docker', 'Redis', 'NoSQL', 'REST', 'API', 'HTTPToolkit', 'Charles']",hh.ru,Полный день,126000.0,EUR,200000,не указано,От 3 до 6 лет
Ozon,"Инженер по автоматизации тестирования (backend), Хранение и обработка данных",Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['хранение и обработка данных', 'IT', 'Python', 'Go', 'Нагрузочное тестирование', 'ClickHouse']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Газпром-медиа Развлекательное телевидение (ГПМ РТВ),Machine Learning Engineer,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Python', 'kafka', 'SCALA', 'clickhouse', 'PostgreSQL']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
билайн,DevOps инженер,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Linux', 'DevOps', 'Unix', 'CI/CD', 'Gitlab', 'Docker', 'Kubernetes']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
билайн,Инженер DevOps,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['ELK', 'Python', 'Docker', 'Bash', 'Ansible']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Киберпротект,Linux Kernel Engineer,Москва,Гибкий график,не определено,не определено,От 3 до 6 лет,"['Linux', 'Mac Os', 'Windows 7', 'Engineering']",hh.ru,Гибкий график,0.0,не определено,0,не указано,От 3 до 6 лет
SILA Union,Ведущий системный аналитик (руководитель группы),Москва,Полный день,не определено,не определено,Более 6 лет,"['MS Visio', 'ARIS', 'Разработка технических заданий', 'Моделирование бизнес процессов', 'нормативно-техническая документация', 'Навыки презентации', 'MS Office', 'Сбор и анализ информации', 'Системное мышление', 'BPMN', 'Atlassian Confluence', 'Системный анализ', 'Atlassian Jira', 'UML', 'Моделирование процессов', 'Грамотная речь', 'Enterprise Architect', 'Руководство коллективом', 'Управление командой']",hh.ru,Полный день,0.0,не определено,0,не указано,От 6 лет
HRS,Senior Backend Java Developer//Remote,Москва,Полный день,не определено,не определено,Более 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 6 лет
Лаборатория Касперского,Threat Intelligence Team Lead,Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Threat Hunting', 'Threat Intelligence', 'SOC', 'DFIR']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Контур,TechLead Research Engineer (NLP/Speech),Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Python', 'PyTorch', 'NLP', 'SQL', 'Data Science', 'Speech', 'Ner']",hh.ru,Удаленная работа,350000.0,RUB,400000,удаленка,От 3 до 6 лет
ЛАНИТ,Senior Java Developer (remote),Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,['Java'],hh.ru,Полный день,315000.0,USD,400000,не указано,От 3 до 6 лет
Перфект Арт,DevOps engineer (to Serbia),Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
билайн,Старший инженер эксплуатации,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
СБЕР,Senior DL Optical engineer в центр робототехники Сбера,Москва,Полный день,не определено,не определено,От 3 до 6 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Поликом Про,Ведущий инженер,Санкт-Петербург,Полный день,не определено,не определено,От 3 до 6 лет,"['VMware', 'MS Exchange', 'TCP/IP', 'Active Directory', 'HyperV', 'опыт внедрения и сопровождения антивирусного ПО', 'Microsoft Active Directory', 'Microsoft Windows', 'Cisco']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
МТС Банк,Middle инженер тестирования,Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['Java', 'Postman', 'Jira', 'Confluence']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
ТРТ,Frontend Engineer (React),Москва,Удаленная работа,не определено,не определено,Более 6 лет,"['JavaScript', 'HTML5', 'CSS3', 'TypeScript', 'React', 'Web3']",hh.ru,Удаленная работа,420000.0,USD,500000,удаленка,От 6 лет
билайн,Support engineer L2,Москва,Удаленная работа,не определено,не определено,От 3 до 6 лет,"['Postgres', 'MS SQL', 'Elasticsearch', 'Windows Server', 'Linux']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 3 до 6 лет
"СИБУР, Группа компаний",Инженер HADOOP,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,"['Python', 'SQL', 'Hadoop', 'Java', 'Big Data']",hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
Центральный банк Российской Федерации,DevOps-инженер,Нижний Новгород,Полный день,не определено,не определено,От 3 до 6 лет,"['Linux', 'Bash', 'Zabbix', 'Grafana', 'PostgreSQL']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
Like Центр,Руководитель отдела аналитики и маркетинговых исследований,Москва,Удаленная работа,не определено,не определено,От 1 года до 3 лет,"['MS PowerPoint', 'Маркетинговый анализ', 'Аналитические исследования']",hh.ru,Удаленная работа,0.0,не определено,0,удаленка,От 1 года до 3 лет
"СИБУР, Группа компаний",DevOps\SRE инженер,Москва,Полный день,не определено,не определено,От 1 года до 3 лет,не определено,hh.ru,Полный день,0.0,не определено,0,не указано,От 1 года до 3 лет
билайн,Инженер по автоматизированному тестированию (Python),Москва,Полный день,не определено,не определено,От 3 до 6 лет,"['Git', 'Java', 'Jenkins', 'SQL', 'Python']",hh.ru,Полный день,0.0,не определено,0,не указано,От 3 до 6 лет
"Velvetech, LLC",Senior Project Manager,Москва,Полный день,не определено,не определено,Более 6 лет,"['Project management', 'Agile Project Management', 'Kanban', 'Team management', 'Business English']",hh.ru,Полный день,0.0,не определено,0,не указано,От 6 лет
